label,text
anger,"After an exhausting day I came home and wanted to take a bath to relax. My father wanted to take a bath first and when he had finished after an hour, there was no hot water left for me."
sadness,I met some nice people during my holdidays. When they left I knew that I would never see them again.
disgust,"A drunk man attacked his wife and wanted to humiliate her by insulting her. Then he turned violent and started to beat her in front of her child. She left it happen without saying a word in order not to make things worse. I watched the scene and tried to calm the man, but without success. Just because he was stronger we had to comply. From that day I detested him."
shame,"For a medical check-up, we - boys and girls - had to take off our clothes with the exception of our underwear. Then we had to go into another classroom where older pupils were sitting and staring at us."
guilt,"I allowed my little brother to clean the bathroom in his own way. My mother came and saw the floor overflowed with water, slapped my brother in the face and told him to go to bed immediately."
joy,One day I did not feel very well and I wanted to talk to somebody. A friend invited me for dinner and I was very glad.
fear,"I was driving my car and it was very misty. It was in the night and I was alone in my car. I felt totally insecure, nervous and overstrained."
anger,My mother treated me unjustly as if I was a little child. I said mean things. I was unable to defend myself adequately.
sadness,When my uncle died whom I had loved very much. I was very sad and I felt totally helpless.
disgust,"I watched the news at the TV, it was a commentary about \Hainburg\"". I felt disgusted when I heard members of the union speak about the situation."""
shame,I took the tram without paying. There were many people around me when I was caught by a controller. I felt ashamed but also angry.
guilt,"I behaved in a nasty manner towards a friend, I said things which I could have said in a more friendly way. After that I felt guilty."
joy,A friend of mine often had difficulties with her parents. Once she had a child she had a better relationship with them.
fear,"Once our school class went skiing. On a steep slope a boy standing behind me lost his balance, fell down and drew me with him. I slided down the whole slope. At about 1 m distance from a tree I could stop."
anger,It happened in a tram: some older people started to grumble about the young people just because I had not immediately left my seat to them.
sadness,"When I was younger I was very good in apparatus gymnastics. I always won in competitions, but once I was only at the fourth place."
disgust,A friend was assaulted by a young man on her way home.
shame,Some men were talking about me and my sister.
guilt,During my holidays I had a boyfriend who turned away from me outwardly. Therefore I danced with another man and raised certain hopes in him. After a while I had to explain to him the circumstances
